row_id,title,url,area,block,scope,property_type,size_marla,beds,baths,asking_price,comp_count,comp_low,comp_typical,comp_high,position,deviation,confidence,predicted_price,image
0,2 Kanal House For Sale At Super Hot Location Near Park Commercial,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_2_kanal_house_for_sale_at_super_hot_location_near_park_commercial-51813229-1619-1.html,DHA Phase 6,Block K,block,House,40.0,6.0,6.0,197500000.0,23,268450000.0,380000000.0,584750000.0,below,0.2643,high,234973744.0,https://media.zameen.com/thumbnails/304998293-400x300.jpeg
1,5 Marla Stylish Bungalow | Wide Road Approach | Ideal Investment Option,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_5_marla_stylish_bungalow_wide_road_approach_ideal_investment_option-53261035-8173-1.html,DHA 9 Town,Block A,block,House,5.0,3.0,4.0,27500000.0,91,26000000.0,28000000.0,32250000.0,within,0.0,high,26948388.0,https://media.zameen.com/thumbnails/299818541-400x300.jpeg
2,"22 Marla Modern Owner-Built Corner House With Lift, Basement & Swimming Pool For Sale In Prime Location Of DHA Phase 5 Lahore",https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_e_22_marla_modern_owner-built_corner_house_with_lift_basement_swimming_pool_for_sale_in_prime_location_of_dha_phase_5_lahore-53921691-1602-1.html,DHA Phase 5,Block E,area,House,22.0,6.0,6.0,177500000.0,236,86925000.0,104750000.0,148250000.0,above,0.1973,high,174763600.0,https://media.zameen.com/thumbnails/303811264-400x300.jpeg
3,24 MARLA HUGE LAWN HOUSE NEAR RAYA GOLF OWNER NEEDY,https://www.zameen.com/Property/dha_defence_dha_phase_6_24_marla_huge_lawn_house_near_raya_golf_owner_needy-53668931-1448-1.html,DHA Phase 6,,area,House,24.0,6.0,7.0,86500000.0,1004,87500000.0,112500000.0,190000000.0,within,0.0,high,142552224.0,https://media.zameen.com/thumbnails/300173418-400x300.jpeg
4,100% ORIGINAL ADD 1 KANAL BRAND NEW ULTRA MODERN NEWLY ENTRY VILLA FOR SALE IN DHA PHASE 7 NEAR TO MCDONALDS.,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_100_original_add_1_kanal_brand_new_ultra_modern_newly_entry_villa_for_sale_in_dha_phase_7_near_to_mcdonalds-53547745-1632-1.html,DHA Phase 7,Block Y,block,House,20.0,5.0,6.0,69500000.0,70,76105000.0,85500000.0,119825000.0,below,0.0868,high,85725480.0,https://media.zameen.com/thumbnails/305268905-400x300.jpeg
5,UK Architect - 1 Kanal Semi Furnished Modern House For Sale - DHA Phase 7,https://www.zameen.com/Property/dha_defence_dha_phase_7_uk_architect_-_1_kanal_semi_furnished_modern_house_for_sale_-_dha_phase_7-54622183-1450-1.html,DHA Phase 7,,area,House,20.0,5.0,6.0,135000000.0,1053,74900000.0,84900000.0,117500000.0,above,0.1489,high,112620208.0,https://media.zameen.com/thumbnails/306216383-400x300.jpeg
6,DHA RAHBAR PH 11 SECTOR 2 5M ULTRA MODERN DOUBEL STORY HOUSE AVAILABLE FOR SALE bank loan facility available hot LOCATION near by defence road,https://www.zameen.com/Property/lahore_dha_11_rahbar_dha_rahbar_ph_11_sector_2_5m_ultra_modern_doubel_story_house_available_for_sale_bank_loan_facility_available_hot_location_near_by_defence_road-54677113-1410-1.html,DHA 11 Rahbar,,area,House,5.0,3.0,4.0,29500000.0,50,22140000.0,26500000.0,29000000.0,within,0.0,high,24751176.0,https://media.zameen.com/thumbnails/306618372-400x300.jpeg
7,10 Marla House For Sale Wapda Town Owner Need Money Urgently,https://www.zameen.com/Property/lahore_wapda_town_10_marla_house_for_sale_wapda_town_owner_need_money_urgently-54674468-423-1.html,Wapda Town,,area,House,10.0,4.0,4.0,36000000.0,11,41250000.0,49000000.0,54000000.0,below,0.1273,low,40785068.0,https://media.zameen.com/thumbnails/306618333-400x300.jpeg
8,1 Kanal Designer House In Wapda Town,https://www.zameen.com/Property/lahore_wapda_town_1_kanal_designer_house_in_wapda_town-54660309-423-1.html,Wapda Town,,area,House,20.0,6.0,7.0,96000000.0,19,64250000.0,89000000.0,97650000.0,within,0.0,low,92055664.0,https://media.zameen.com/thumbnails/306523395-400x300.jpeg
9,Next To Park Ideal Location Nears Masjid 10 Marla House Available For Sale In DHA Phase 1 P Block,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_p_next_to_park_ideal_location_nears_masjid_10_marla_house_available_for_sale_in_dha_phase_1_p_block-54677047-1655-1.html,DHA Phase 1,Block P,area,House,10.0,3.0,4.0,42500000.0,19,41000000.0,43000000.0,50750000.0,within,0.0,low,41259456.0,https://media.zameen.com/thumbnails/306617640-400x300.jpeg
10,5 Marla Beautiful House For Sale In Tulip Block Park View City Lahore,https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_block_5_marla_beautiful_house_for_sale_in_tulip_block_park_view_city_lahore-54574398-8465-1.html,Park View City,Tulip Block,block,House,5.0,4.0,4.0,18000000.0,39,19350000.0,23000000.0,24650000.0,below,0.0698,high,19883956.0,https://media.zameen.com/thumbnails/305642613-400x300.jpeg
11,"10 Marla Residential House For Sale In Gulbahar Block With Gas , Nearby Commercial Market, School, Mosque And Health Care Canter",https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_10_marla_residential_house_for_sale_in_gulbahar_block_with_gas_nearby_commercial_market_school_mosque_and_health_care_canter-54135268-1793-1.html,Bahria Town,Gulbahar Block,block,House,10.0,5.0,6.0,32000000.0,24,34405000.0,37750000.0,50000000.0,below,0.0699,high,34692292.0,https://media.zameen.com/thumbnails/303661917-400x300.jpeg
12,One + One Full Basement With Pool Full Furnished Near Dolmen Mall,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_one_full_basement_with_pool_full_furnished_near_dolmen_mall-53265874-1448-1.html,DHA Phase 6,,area,House,40.0,5.0,6.0,237500000.0,230,217500000.0,370000000.0,550000000.0,within,0.0,high,204361056.0,https://media.zameen.com/thumbnails/300067913-400x300.jpeg
13,"Furnished Stunning 1 Kanal Modern Bungalow in DHA Phase 7 High-End Finishing, Basement Accommodation",https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_furnished_stunning_1_kanal_modern_bungalow_in_dha_phase_7_high-end_finishing_basement_accommodation-53393136-1626-1.html,DHA Phase 7,Block S,block,House,20.0,5.0,6.0,79000000.0,48,75000000.0,84500000.0,94874999.99999999,within,0.0,high,87030800.0,https://media.zameen.com/thumbnails/299775003-400x300.jpeg
14,Luxury Modern Line House 1 Kanal House + 1 Kanal Lush Green Lawn Near DHA RAYA,https://www.zameen.com/Property/dha_defence_dha_phase_6_luxury_modern_line_house_1_kanal_house_1_kanal_lush_green_lawn_near_dha_raya-53364391-1448-1.html,DHA Phase 6,,area,House,40.0,6.0,7.0,145000000.0,231,217500000.0,370000000.0,550000000.0,below,0.3333,high,244202192.0,https://media.zameen.com/thumbnails/300496446-400x300.jpeg
15,Exclusive 2 Kanal Bungalow with Pool & Grand Architecture DHA Lahore,https://www.zameen.com/Property/dha_defence_dha_phase_6_exclusive_2_kanal_bungalow_with_pool_grand_architecture_dha_lahore-53364247-1448-1.html,DHA Phase 6,,area,House,40.0,7.0,7.0,276500000.0,230,217500000.0,370000000.0,550000000.0,within,0.0,high,292370432.0,https://media.zameen.com/thumbnails/302093362-400x300.jpeg
16,100% ORG Pics POOL + FURNISHED VERIFIED PRICE HOUSE FOR SALE,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_100_org_pics_pool_furnished_verified_price_house_for_sale-53402864-1620-1.html,DHA Phase 6,Block L,block,House,20.0,5.0,6.0,124000000.0,79,90700000.0,115000000.0,190000000.0,within,0.0,high,113157208.0,https://media.zameen.com/thumbnails/304952552-400x300.jpeg
17,"10 Marla Luxury House For Sale In ParkView City, Lahore",https://www.zameen.com/Property/park_view_city_park_view_city_-_tulip_extension_block_10_marla_luxury_house_for_sale_in_parkview_city_lahore-53289814-16719-1.html,Park View City,Tulip Extension Block,area,House,10.0,6.0,5.0,45000000.0,69,34500000.0,40500000.0,47599999.99999999,within,0.0,high,38954592.0,https://media.zameen.com/thumbnails/299797845-400x300.jpeg
18,10 Marla Most Beautifull Ultra-Modern Designer House For Sale Near Dolmen Mall & Jalal Sons,https://www.zameen.com/Property/dha_defence_dha_phase_6_10_marla_most_beautifull_ultra-modern_designer_house_for_sale_near_dolmen_mall_jalal_sons-54010985-1448-1.html,DHA Phase 6,,area,House,10.0,4.0,5.0,54000000.0,144,49000000.0,55000000.0,60000000.0,within,0.0,high,54732924.0,https://media.zameen.com/thumbnails/300448722-400x300.jpeg
19,10 Maral Bungalow For Sale In DHA Phase 9 Town Near To Park & Mosque,https://www.zameen.com/Property/dha_defence_dha_9_town_10_maral_bungalow_for_sale_in_dha_phase_9_town_near_to_park_mosque-54006341-1452-1.html,DHA 9 Town,,area,House,10.0,4.0,5.0,52500000.0,63,37650000.0,45000000.0,54350000.0,within,0.0,high,46552788.0,https://media.zameen.com/thumbnails/299802746-400x300.jpeg
20,Most Elegant 10 Marla Modern Designer House For Sale At Super Hot Location Near To Park,https://www.zameen.com/Property/dha_defence_dha_phase_4_most_elegant_10_marla_modern_designer_house_for_sale_at_super_hot_location_near_to_park-54010849-1446-1.html,DHA Phase 4,,area,House,10.0,4.0,5.0,54000000.0,86,48350000.0,61750000.0,77000000.0,within,0.0,high,53695080.0,https://media.zameen.com/thumbnails/300449197-400x300.jpeg
21,10 Marla Beautifully Designed Modern House For Sale At Super Hot Location DHA Phase 5,https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_beautifully_designed_modern_house_for_sale_at_super_hot_location_dha_phase_5-54010925-1447-1.html,DHA Phase 5,,area,House,10.0,4.0,5.0,61700000.0,151,53250000.0,59900000.0,70000000.0,within,0.0,high,56412308.0,https://media.zameen.com/thumbnails/300449185-400x300.jpeg
22,10 Marla Luxury Designe Bungalow At The Ideal Location Of Phase 7 Near To Park,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_luxury_designe_bungalow_at_the_ideal_location_of_phase_7_near_to_park-54011028-1450-1.html,DHA Phase 7,,area,House,10.0,4.0,5.0,49000000.0,288,45305000.0,51250000.0,59974999.99999999,within,0.0,high,48004704.0,https://media.zameen.com/thumbnails/300453752-400x300.jpeg
23,"10 Marla Most Beautiful Luxury House For Sale In DHA Phase 8, Lahore",https://www.zameen.com/Property/dha_defence_dha_phase_8_10_marla_most_beautiful_luxury_house_for_sale_in_dha_phase_8_lahore-54011112-1451-1.html,DHA Phase 8,,area,House,10.0,4.0,5.0,48600000.0,85,46000000.0,50000000.0,57500000.0,within,0.0,high,49129324.0,https://media.zameen.com/thumbnails/300449026-400x300.jpeg
24,8 Marla Bungalow For Sale In DHA Phase 9 Town Near To Park & Mosque,https://www.zameen.com/Property/dha_defence_dha_9_town_8_marla_bungalow_for_sale_in_dha_phase_9_town_near_to_park_mosque-54011145-1452-1.html,DHA 9 Town,,area,House,8.0,4.0,5.0,44000000.0,68,33425000.0,43850000.0,54000000.0,within,0.0,high,37893952.0,https://media.zameen.com/thumbnails/301221622-400x300.jpeg
26,House For Sale In Beautiful DHA Phase 5 - Block H,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_house_for_sale_in_beautiful_dha_phase_5_-_block_h-54030577-1605-1.html,DHA Phase 5,Block H,area,House,40.0,6.0,7.0,175000000.0,60,171375000.0,250000000.0,300000000.0,within,0.0,high,213623904.0,https://media.zameen.com/thumbnails/300045251-400x300.jpeg
27,7 Marla House For Sale In DHA Phase 6 Lahore,https://www.zameen.com/Property/dha_defence_dha_phase_6_7_marla_house_for_sale_in_dha_phase_6_lahore-54192402-1448-1.html,DHA Phase 6,,area,House,7.0,3.0,4.0,57500000.0,65,27800000.0,31500000.0,47500000.0,above,0.2105,high,47968368.0,https://media.zameen.com/thumbnails/300665521-400x300.jpeg
28,70 Feet Road 10-Marla Luxury Bungalow For Sale At Top Location Near MacDonald And Park,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_70_feet_road_10-marla_luxury_bungalow_for_sale_at_top_location_near_macdonald_and_park-53042195-1632-1.html,DHA Phase 7,Block Y,block,House,10.0,4.0,5.0,47500000.0,63,46590000.0,53500000.0,65000000.0,within,0.0,high,48992236.0,https://media.zameen.com/thumbnails/301633308-400x300.jpeg
29,5 Marla Furnished House Slightly Used,https://www.zameen.com/Property/central_park_housing_scheme_central_park_-_block_a1_5_marla_furnished_house_slightly_used-54648972-17927-1.html,Central Park,Block A1,block,House,5.0,4.0,4.0,22500000.0,72,22000000.0,23500000.0,25350000.0,within,0.0,high,22887688.0,https://media.zameen.com/thumbnails/306360729-400x300.jpeg
30,5.5Marla Luxurious House For Sale In Al Hafeez Garden Phase 2 - Imran Block Lahore In Only Rs. 33000000,https://www.zameen.com/Property/al_hafeez_garden_phase_2_al_hafeez_garden_phase_2_-_imran_block_5_5marla_luxurious_house_for_sale_in_al_hafeez_garden_phase_2_-_imran_block_lahore_in_only_rs_33000000-54557900-13506-1.html,Al Hafeez Garden Phase 2,Imran Block,area,House,5.0,4.0,5.0,33000000.0,7,25950000.0,26000000.0,33050000.0,within,0.0,low,32288452.0,https://media.zameen.com/thumbnails/305491367-400x300.jpeg
31,5 Marla Modern Design House Available For Sale In DHA Very Affordable Price,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_design_house_available_for_sale_in_dha_very_affordable_price-54065940-1452-1.html,DHA 9 Town,,area,House,5.0,3.0,5.0,26500000.0,738,25000000.0,27500000.0,32500000.0,within,0.0,high,26906684.0,https://media.zameen.com/thumbnails/301440499-400x300.jpeg
33,SOPHISTICATED FAMILY HOME FOR SALE IN DHA PHASE 9 TOWN,https://www.zameen.com/Property/dha_defence_dha_9_town_sophisticated_family_home_for_sale_in_dha_phase_9_town-54551615-1452-1.html,DHA 9 Town,,area,House,5.0,3.0,4.0,25500000.0,738,25000000.0,27500000.0,32500000.0,within,0.0,high,26961140.0,https://media.zameen.com/thumbnails/305432148-400x300.jpeg
35,Luxury Living & Investment | 2 Kanal Villa DHA Raya Lahore,https://www.zameen.com/Property/dha_defence_defence_raya_luxury_living_investment_2_kanal_villa_dha_raya_lahore-54601644-8172-1.html,Defence Raya,,area,House,40.0,6.0,7.0,420000000.0,6,361250000.0,457500000.0,482500000.0,within,0.0,low,425093952.0,https://media.zameen.com/thumbnails/305901538-400x300.jpeg
36,5 Marla House For Sale In Bankers Avenue Cooperative Housing Society,https://www.zameen.com/Property/lahore_bankers_avenue_cooperative_housing_society_5_marla_house_for_sale_in_bankers_avenue_cooperative_housing_society-54397892-8325-1.html,Bankers Avenue,,area,House,5.0,3.0,4.0,22500000.0,43,19500000.0,21000000.0,22500000.0,within,0.0,high,20370056.0,https://media.zameen.com/thumbnails/303916867-400x300.jpeg
37,Luxury 6.5 Marla Fully Furnished 4-Bed Designer Home In DHA Phase 5 Solar & Galleria Design,https://www.zameen.com/Property/dha_defence_dha_phase_5_luxury_6_5_marla_fully_furnished_4-bed_designer_home_in_dha_phase_5_solar_galleria_design-53737225-1447-1.html,DHA Phase 5,,area,House,6.5,4.0,3.0,49800000.00000001,29,31100000.0,35000000.0,49540000.00000001,within,0.0,high,50080352.0,https://media.zameen.com/thumbnails/304114711-400x300.jpeg
38,10 Marla House For Sale In Paragon City Lahore,https://www.zameen.com/Property/lahore_paragon_city_10_marla_house_for_sale_in_paragon_city_lahore-50551174-1014-1.html,Paragon City,,area,House,10.0,5.0,6.0,42500000.0,70,42500000.0,48000000.0,55000000.0,within,0.0,high,47480376.0,https://media.zameen.com/thumbnails/300394924-400x300.jpeg
39,Owner Built Bungalow Near Park & Mosque | DHA Phase 6 | 3 Min Drive to Dolmen Mall,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_a_owner_built_bungalow_near_park_mosque_dha_phase_6_3_min_drive_to_dolmen_mall-53150249-1610-1.html,DHA Phase 6,Block A,block,House,10.0,5.0,7.0,52500000.0,11,48750000.0,51500000.0,71250000.0,within,0.0,low,51309060.0,https://media.zameen.com/thumbnails/299978963-400x300.jpeg
40,Beautiful 5 Marla Family Home Elegant Design & Ready To Move In,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_beautiful_5_marla_family_home_elegant_design_ready_to_move_in-54351443-8173-1.html,DHA 9 Town,Block A,block,House,5.0,3.0,5.0,25000000.0,91,26000000.0,28000000.0,32250000.0,within,0.0,high,28991196.0,https://media.zameen.com/thumbnails/302646242-400x300.jpeg
41,With Swimming Pool Brand-New 5 Marla Luxury Bungalow.,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_b_with_swimming_pool_brand-new_5_marla_luxury_bungalow-54453968-8174-1.html,DHA 9 Town,Block B,block,House,5.0,3.0,4.0,27500000.0,49,24560000.0,26500000.0,31000000.0,within,0.0,high,30966036.0,https://media.zameen.com/thumbnails/304473616-400x300.jpeg
42,10 Marla Luxury Living House For Sale In DHA Phase 5 Near Park Prime Location,https://www.zameen.com/Property/dha_defence_dha_phase_5_10_marla_luxury_living_house_for_sale_in_dha_phase_5_near_park_prime_location-54011500-1447-1.html,DHA Phase 5,,area,House,10.0,4.0,5.0,63000000.0,151,53250000.0,59900000.0,70000000.0,within,0.0,high,58189152.0,https://media.zameen.com/thumbnails/301224026-400x300.jpeg
43,10 Marla House Build For You At Super Hot Location Near Dolmen Mall Commercial Area,https://www.zameen.com/Property/dha_defence_dha_phase_6_10_marla_house_build_for_you_at_super_hot_location_near_dolmen_mall_commercial_area-54011526-1448-1.html,DHA Phase 6,,area,House,10.0,4.0,5.0,57800000.0,144,49000000.0,55000000.0,60000000.0,within,0.0,high,53829208.0,https://media.zameen.com/thumbnails/301223268-400x300.jpeg
44,4 Beds Beautiful 10 Marla Villa for Sale DHA Phase 8 Lahore,https://www.zameen.com/Property/dha_defence_dha_phase_8_4_beds_beautiful_10_marla_villa_for_sale_dha_phase_8_lahore-54011605-1451-1.html,DHA Phase 8,,area,House,10.0,4.0,5.0,49000000.0,85,46000000.0,50000000.0,57500000.0,within,0.0,high,50128612.0,https://media.zameen.com/thumbnails/301223343-400x300.jpeg
45,5 Marla Luxury House For Sale In ParkView City Lahore,https://www.zameen.com/Property/lahore_park_view_city_5_marla_luxury_house_for_sale_in_parkview_city_lahore-53217694-1466-1.html,Park View City,,area,House,5.0,4.0,4.0,21000000.0,669,17500000.0,21500000.0,24399999.999999978,within,0.0,high,18884732.0,https://media.zameen.com/thumbnails/300351143-400x300.jpeg
46,5 Marla Luxury House For Sale In ParkView City Lahore,https://www.zameen.com/Property/lahore_park_view_city_5_marla_luxury_house_for_sale_in_parkview_city_lahore-52789536-1466-1.html,Park View City,,area,House,5.0,4.0,5.0,19000000.0,669,17500000.0,21500000.0,24399999.999999978,within,0.0,high,19191380.0,https://media.zameen.com/thumbnails/300351161-400x300.jpeg
48,5 Marla Corner Grey House For Sale In Park View City,https://www.zameen.com/Property/lahore_park_view_city_5_marla_corner_grey_house_for_sale_in_park_view_city-52580902-1466-1.html,Park View City,,area,House,5.0,4.0,4.0,13000000.0,669,17500000.0,21500000.0,24399999.999999978,below,0.2571,high,13144221.0,https://media.zameen.com/thumbnails/301933395-400x300.jpeg
49,10 Marla Brand New Ultra modern house for sale in LDA Avenue-1.,https://www.zameen.com/Property/lahore_lda_avenue_10_marla_brand_new_ultra_modern_house_for_sale_in_lda_avenue-1-54677265-547-1.html,LDA Avenue,,area,House,10.0,7.0,6.0,45000000.0,244,34000000.0,38100000.0,45000000.0,within,0.0,high,39636092.0,https://images.zameen.com/smap/400/300/31.416285/74.211788/image.jpeg?quality=80&imageformat=jpeg
50,5 Marla Ultra Modren House For Sale,https://www.zameen.com/Property/central_park_housing_scheme_central_park_-_block_b_5_marla_ultra_modren_house_for_sale-54598128-3685-1.html,Central Park,Block B,block,House,5.0,4.0,4.0,24000000.0,22,23500000.0,24500000.0,24500000.0,within,0.0,high,22854928.0,https://media.zameen.com/thumbnails/306184236-400x300.jpeg
51,1 Kanal Ultra Luxury Bungalow DHA Phase 7 (Near Raya & Park) Private Swimming Pool | Imported Italian Tiles | 15 KV Solar | Fully Furnished| 100% Original Deal,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_ultra_luxury_bungalow_dha_phase_7_near_raya_park_private_swimming_pool_imported_italian_tiles_15_kv_solar_fully_furnished_100_original_deal-51908694-1450-1.html,DHA Phase 7,,area,House,20.0,6.0,6.0,74500000.0,1053,74980000.0,85000000.0,117500000.0,within,0.0,high,94469232.0,https://media.zameen.com/thumbnails/300326103-400x300.jpeg
52,5 Marla Brand New Villa Available For Sale In Lake City Sector M-6,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-6_5_marla_brand_new_villa_available_for_sale_in_lake_city_sector_m-6-54478277-4008-1.html,Lake City,Sector M-6,block,House,5.0,4.0,4.0,33000000.0,15,34910000.0,36000000.0,37500000.0,below,0.0547,low,32764784.0,https://media.zameen.com/thumbnails/305997461-400x300.jpeg
53,5 Marla Brand New House For Sale In Lake City - Sector M-7 Raiwind Road Lahore Lahore,https://www.zameen.com/Property/lake_city_lake_city_-_sector_m-7_5_marla_brand_new_house_for_sale_in_lake_city_-_sector_m-7_raiwind_road_lahore_lahore-54615371-4009-1.html,Lake City,Sector M-7,block,House,5.0,4.0,5.0,29000000.0,12,28275000.0,32000000.0,35000000.0,within,0.0,low,31959000.0,https://media.zameen.com/thumbnails/306035565-400x300.jpeg
54,NEAR PARK FULL BASEMENT LUXURY MODERN HOUSE,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_near_park_full_basement_luxury_modern_house-53608076-1620-1.html,DHA Phase 6,Block L,block,House,20.0,6.0,7.0,92500000.0,79,90700000.0,115000000.0,190000000.0,within,0.0,high,127738632.0,https://media.zameen.com/thumbnails/301610074-400x300.jpeg
56,3 Marla Brand New House For Sale | 4 Beds | 2 Kitchens | Premium Construction,https://www.zameen.com/Property/al_kabir_town_phase_2_al-kabir_phase_2_-_block_e_3_marla_brand_new_house_for_sale_4_beds_2_kitchens_premium_construction-54587719-13022-1.html,Al-Kabir Phase 2,Block E,block,House,3.0,4.0,4.0,14000000.0,33,13000000.0,14500000.0,15520000.0,within,0.0,high,15310044.0,https://media.zameen.com/thumbnails/305842378-400x300.jpeg
57,Defence Phase 6 One Kanal Brand New Mazhar Munir Design Bungalow For Sale,https://www.zameen.com/Property/dha_defence_dha_phase_6_defence_phase_6_one_kanal_brand_new_mazhar_munir_design_bungalow_for_sale-54641216-1448-1.html,DHA Phase 6,,area,House,20.0,6.0,6.0,89000000.0,1003,87500000.0,112500000.0,190000000.0,within,0.0,high,129510888.0,https://media.zameen.com/thumbnails/306331713-400x300.jpeg
58,1 Kanal Brand New Beautifully Designed Modren Architecht Bungalow,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_beautifully_designed_modren_architecht_bungalow-54647882-1450-1.html,DHA Phase 7,,area,House,20.0,5.0,6.0,77500000.0,1053,74900000.0,85000000.0,117500000.0,within,0.0,high,86056080.0,https://media.zameen.com/thumbnails/306547255-400x300.jpeg
59,KANAL ULTRA MODERN FURNISEH EYE CATCHING SUPERB LUXURY BUNGALOW FOR SALE,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_l_kanal_ultra_modern_furniseh_eye_catching_superb_luxury_bungalow_for_sale-52620895-1620-1.html,DHA Phase 6,Block L,block,House,20.0,5.0,6.0,119900000.0,79,90700000.0,115000000.0,190000000.0,within,0.0,high,102388840.0,https://media.zameen.com/thumbnails/304296833-400x300.jpeg
60,House Spread Over 10 Marla In Bahria Town - Overseas B Available,https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_house_spread_over_10_marla_in_bahria_town_-_overseas_b_available-54573213-1813-1.html,Bahria Town,Overseas B,block,House,10.0,5.0,5.0,52000000.0,27,34950000.0,42000000.0,51150000.0,within,0.0,high,37294224.0,https://media.zameen.com/thumbnails/305631471-400x300.jpeg
61,A House Of 10 Marla In Lahore,https://www.zameen.com/Property/bahria_town_sector_f_bahria_town_-_shershah_block_a_house_of_10_marla_in_lahore-54573214-8397-1.html,Bahria Town,Shershah Block,area,House,10.0,5.0,5.0,45000000.0,595,30099999.999999993,37500000.0,48000000.0,within,0.0,high,37488496.0,https://media.zameen.com/thumbnails/305631340-400x300.jpeg
62,5 Marla Brand New House For Sale In Bahria Orchard Phase 1 Eastern Ex Block Lahore,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_eastern_5_marla_brand_new_house_for_sale_in_bahria_orchard_phase_1_eastern_ex_block_lahore-54358352-8239-1.html,Bahria Orchard Phase 1,Eastern,block,House,5.0,3.0,4.0,21000000.0,19,19340000.0,22500000.0,25599999.999999996,within,0.0,low,20809448.0,https://media.zameen.com/thumbnails/303902537-400x300.jpeg
63,Buy 10 Marla House At Highly Affordable Price,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_buy_10_marla_house_at_highly_affordable_price-54577705-1784-1.html,Bahria Town,Sector C,block,House,10.0,5.0,5.0,35000000.0,102,28500000.0,36000000.0,43425000.0,within,0.0,high,36371428.0,https://media.zameen.com/thumbnails/305677921-400x300.jpeg
64,5 Marla House In Stunning Bahria Town - Sector C Is Available For Sale,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_5_marla_house_in_stunning_bahria_town_-_sector_c_is_available_for_sale-54577701-1784-1.html,Bahria Town,Sector C,block,House,5.0,3.0,4.0,24000000.0,49,18000000.0,20000000.0,23000000.0,within,0.0,high,21892468.0,https://media.zameen.com/thumbnails/305677931-400x300.jpeg
65,5 Marla House In Bahria Town - Sector C For Sale,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_5_marla_house_in_bahria_town_-_sector_c_for_sale-54625106-1784-1.html,Bahria Town,Sector C,block,House,5.0,3.0,3.0,25000000.0,49,18000000.0,20000000.0,23000000.0,above,0.087,high,21419988.0,https://media.zameen.com/thumbnails/306121013-400x300.jpeg
66,10 Marla Brand New House For Sale In Bahria Town Phase 1 GVR Block,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_10_marla_brand_new_house_for_sale_in_bahria_town_phase_1_gvr_block-54625117-13640-1.html,Golf View Residencia,Phase 1,area,House,10.0,4.0,5.0,39500000.0,6,36500000.0,39500000.0,49500000.0,within,0.0,low,38918348.0,https://media.zameen.com/thumbnails/306120088-400x300.jpeg
67,Exclusive Investment Opportunity | 10 Marla Villa DHA Raya Lahore,https://www.zameen.com/Property/dha_defence_defence_raya_exclusive_investment_opportunity_10_marla_villa_dha_raya_lahore-54601405-8172-1.html,Defence Raya,,area,House,10.0,4.0,5.0,57500000.0,5,53000000.0,55000000.0,65400000.0,within,0.0,low,66616540.0,https://media.zameen.com/thumbnails/305898554-400x300.jpeg
68,Prime Investment Opportunity | 2 Kanal Golf-Facing Villa DHA Raya Lahore,https://www.zameen.com/Property/dha_defence_defence_raya_prime_investment_opportunity_2_kanal_golf-facing_villa_dha_raya_lahore-54601570-8172-1.html,Defence Raya,,area,House,40.0,6.0,7.0,420000000.0,6,361250000.0,457500000.0,482500000.0,within,0.0,low,417802400.0,https://media.zameen.com/thumbnails/305900441-400x300.jpeg
69,Exclusive Investment Opportunity | Brand New 14 Marla Villa DHA Raya Lahore,https://www.zameen.com/Property/dha_defence_defence_raya_exclusive_investment_opportunity_brand_new_14_marla_villa_dha_raya_lahore-54601469-8172-1.html,Defence Raya,,area,House,14.0,4.0,5.0,112500000.0,6,53000000.0,56250000.0,64875000.0,above,0.7341,low,106277840.0,https://media.zameen.com/thumbnails/305899271-400x300.jpeg
