row_id,title,url,area,block,scope,property_type,size_marla,beds,baths,asking_price,comp_count,comp_low,comp_typical,comp_high,position,deviation,confidence,predicted_price,image
677,7 Marla Near To Park Owner Build Designer House,https://www.zameen.com/Property/raiwind_road_lake_city_7_marla_near_to_park_owner_build_designer_house-54607627-1103-1.html,Lake City,,area,House,7.0,6.0,7.0,45000000.0,163,27650000.0,32500000.0,37000000.0,above,0.2162,high,37735420.0,https://media.zameen.com/thumbnails/305959846-400x300.jpeg
678,1 KANAL BRAND NEW ULTRA MODERN DESIGNED BUNGALOW WITH BASEMENT FOR SALE TOP LOCATION IN DHA PHASE 6,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_ultra_modern_designed_bungalow_with_basement_for_sale_top_location_in_dha_phase_6-52646080-1448-1.html,DHA Phase 6,,area,House,20.0,5.0,6.0,113500000.0,1003,87500000.0,112500000.0,190000000.0,within,0.0,high,98171400.0,https://media.zameen.com/thumbnails/301905440-400x300.jpeg
679,DESIRE HOMES OFFERS KANAL ELEGANTLY DESIGNED WING CHAIR FURNISHED HOUSE FOR SALE,https://www.zameen.com/Property/dha_defence_dha_phase_7_desire_homes_offers_kanal_elegantly_designed_wing_chair_furnished_house_for_sale-53985761-1450-1.html,DHA Phase 7,,area,House,20.0,5.0,6.0,74700000.0,1053,74980000.0,85000000.0,117500000.0,within,0.0,high,91481552.0,https://media.zameen.com/thumbnails/299988799-400x300.jpeg
680,2 Kanal HOUSE FOR SALE IN PHASE 2 BLOCK S DHA,https://www.zameen.com/Property/dha_phase_2_dha_phase_2_-_block_s_2_kanal_house_for_sale_in_phase_2_block_s_dha-54641484-1572-1.html,DHA Phase 2,Block S,block,House,40.0,7.0,6.0,150000000.0,12,150000000.0,180000000.0,280000000.0,within,0.0,low,154755792.0,https://media.zameen.com/thumbnails/306300870-400x300.jpeg
681,5 Marla Basement House With Double Hight Lobby In DHA 9 Town Near To Doll Men,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_basement_house_with_double_hight_lobby_in_dha_9_town_near_to_doll_men-54518826-1452-1.html,DHA 9 Town,,area,House,5.0,3.0,5.0,26800000.0,738,25000000.0,27500000.0,32500000.0,within,0.0,high,27504124.0,https://media.zameen.com/thumbnails/306610787-400x300.jpeg
682,DHA Phase 9 Town 5 Marla Brand New House for Sale,https://www.zameen.com/Property/dha_defence_dha_9_town_dha_phase_9_town_5_marla_brand_new_house_for_sale-54621377-1452-1.html,DHA 9 Town,,area,House,5.0,3.0,4.0,34500000.0,738,25000000.0,27500000.0,32500000.0,above,0.0615,high,31237492.0,https://media.zameen.com/thumbnails/306086681-400x300.jpeg
683,5 Marla 3 Bed Beautiful House For Sale In DHA 9 Town Block B,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_b_5_marla_3_bed_beautiful_house_for_sale_in_dha_9_town_block_b-54591539-8174-1.html,DHA 9 Town,Block B,block,House,5.0,3.0,5.0,31000000.0,49,24560000.0,26500000.0,31000000.0,within,0.0,high,28488972.0,https://media.zameen.com/thumbnails/305806333-400x300.jpeg
684,Perfect 10 Marla House In Al Jalil Garden - Block G For sale,https://www.zameen.com/Property/al_jalil_garden_al_jalil_garden_-_block_g_perfect_10_marla_house_in_al_jalil_garden_-_block_g_for_sale-54572853-16337-1.html,Al Jalil Garden,Block G,area,House,10.0,5.0,6.0,35000000.0,12,26650000.0,30500000.0,33375000.0,within,0.0,low,33388080.0,https://media.zameen.com/thumbnails/305626306-400x300.jpeg
685,10 Marla Facing Park Luxury House with Swimming Pool | Designer Home | Prime Location,https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_facing_park_luxury_house_with_swimming_pool_designer_home_prime_location-54156945-1450-1.html,DHA Phase 7,,area,House,10.0,4.0,5.0,70000000.0,289,45320000.0,51000000.0,59899999.99999999,above,0.1686,high,51880320.0,https://media.zameen.com/thumbnails/305697743-400x300.jpeg
686,10 Marla Brand New Luxury House For Sale In Heart Of DHA Lahore Phase 9 Town,https://www.zameen.com/Property/dha_defence_dha_9_town_10_marla_brand_new_luxury_house_for_sale_in_heart_of_dha_lahore_phase_9_town-54354694-1452-1.html,DHA 9 Town,,area,House,10.0,4.0,5.0,52500000.0,63,37650000.0,45000000.0,54350000.0,within,0.0,high,48600684.0,https://media.zameen.com/thumbnails/302734973-400x300.jpeg
687,1 Kanal Ultra-Modern Bungalow For Sale DHA Phase 6,https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_ultra-modern_bungalow_for_sale_dha_phase_6-54417728-1448-1.html,DHA Phase 6,,area,House,20.0,5.0,6.0,87500000.0,1003,87500000.0,112500000.0,190000000.0,within,0.0,high,91043072.0,https://media.zameen.com/thumbnails/304610717-400x300.jpeg
688,A 10 Marla House Is Up For Grabs In DHA Defence,https://www.zameen.com/Property/dha_defence_dha_phase_7_a_10_marla_house_is_up_for_grabs_in_dha_defence-54504235-1450-1.html,DHA Phase 7,,area,House,10.0,4.0,5.0,50500000.0,288,45305000.0,51250000.0,59974999.99999999,within,0.0,high,53728784.0,https://media.zameen.com/thumbnails/304978541-400x300.jpeg
689,3 Beds 5 Marla Full House Modern Design For Sale In DHA Phase 6 Lahore.,https://www.zameen.com/Property/dha_defence_dha_phase_6_3_beds_5_marla_full_house_modern_design_for_sale_in_dha_phase_6_lahore-54504246-1448-1.html,DHA Phase 6,,area,House,5.0,3.0,4.0,39000000.0,49,27500000.0,29800000.0,33000000.0,above,0.1818,high,32322528.0,https://media.zameen.com/thumbnails/304978655-400x300.jpeg
690,ONE KANAL BRAND NEW DESIGNER BUNGALOW FOR SALE NEAR TO MAIN ROAD,https://www.zameen.com/Property/dha_defence_dha_phase_7_one_kanal_brand_new_designer_bungalow_for_sale_near_to_main_road-54142873-1450-1.html,DHA Phase 7,,area,House,20.0,6.0,7.0,77500000.0,1053,74900000.0,85000000.0,117500000.0,within,0.0,high,94401152.0,https://media.zameen.com/thumbnails/302235096-400x300.jpeg
691,1-Kanal Semi Furnished Spanish Design Luxury Bungalow Design By Faisal Rasul Available for Sale in DHA Phase-6 Near Dolmen Mall.,https://www.zameen.com/Property/dha_defence_dha_phase_6_1-kanal_semi_furnished_spanish_design_luxury_bungalow_design_by_faisal_rasul_available_for_sale_in_dha_phase-6_near_dolmen_mall-53921372-1448-1.html,DHA Phase 6,,area,House,20.0,5.0,6.0,95000000.0,1003,87500000.0,112500000.0,190000000.0,within,0.0,high,109686816.0,https://media.zameen.com/thumbnails/300619629-400x300.jpeg
692,1 KANAL BRAND NEW MODERN DESIGNER HOUSE FOR SALE AT DHA LAHORE,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_modern_designer_house_for_sale_at_dha_lahore-54409593-1450-1.html,DHA Phase 7,,area,House,20.0,5.0,6.0,80000000.0,1053,74900000.0,85000000.0,117500000.0,within,0.0,high,83668768.0,https://media.zameen.com/thumbnails/304030356-400x300.jpeg
693,5 Marla Brand New Modran House For Sale Al Hafeez Garden Phase 2 Main Canal Rode Lahore Near Sozo Water park Lahore  Ragitry Intqal Property TMA Approved Society LDA Approved Society Gas Approved Society,https://www.zameen.com/Property/al_hafeez_garden_phase_2_al_hafeez_garden_phase_2_-_dawood_block_5_marla_brand_new_modran_house_for_sale_al_hafeez_garden_phase_2_main_canal_rode_lahore_near_sozo_water_park_lahore_ragitry_intqal_property_tma_approved_society_lda_approved_society_gas_approved_society-54451004-13505-1.html,Al Hafeez Garden Phase 2,Dawood Block,area,House,5.0,3.0,4.0,26000000.0,7,25950000.0,28000000.0,33050000.0,within,0.0,low,27107996.0,https://media.zameen.com/thumbnails/304438836-400x300.jpeg
694,3 Marla Brand New Modran House For Sale,https://www.zameen.com/Property/al_hafeez_garden_phase_2_al_hafeez_garden_phase_2_-_adil_block_3_marla_brand_new_modran_house_for_sale-54494743-13504-1.html,Al Hafeez Garden Phase 2,Adil Block,area,House,3.0,3.0,4.0,14500000.0,6,13375000.0,14650000.0,15225000.0,within,0.0,low,15159727.0,https://media.zameen.com/thumbnails/304886641-400x300.jpeg
695,3 Marla Brand New Modran House For Sale  Al Hafeez Garden Phase 2  Main Canal Rode Lahore Near Sozo Water Park Lahore,https://www.zameen.com/Property/al_hafeez_garden_phase_2_al_hafeez_garden_phase_2_-_overseas_block_3_marla_brand_new_modran_house_for_sale_al_hafeez_garden_phase_2_main_canal_rode_lahore_near_sozo_water_park_lahore-54562445-22405-1.html,Al Hafeez Garden Phase 2,Overseas Block,area,House,3.0,3.0,4.0,14000000.0,6,13750000.0,14650000.0,15225000.0,within,0.0,low,14853785.0,https://media.zameen.com/thumbnails/305534863-400x300.jpeg
696,8 Marla Double STORY House For Sale In Military Accounts Society,https://www.zameen.com/Property/lahore_military_accounts_housing_society_8_marla_double_story_house_for_sale_in_military_accounts_society-54462796-781-1.html,Military Accounts Housing Society,,area,House,8.0,3.0,5.0,21500000.0,38,21500000.0,26500000.0,29680000.0,within,0.0,high,24683944.0,https://media.zameen.com/thumbnails/304563186-400x300.jpeg
697,3 Marla Brand New Modran Elevation House Hafe Tripal Story House For Sale,https://www.zameen.com/Property/al_hafeez_garden_phase_2_al_hafeez_garden_phase_2_-_dawood_block_3_marla_brand_new_modran_elevation_house_hafe_tripal_story_house_for_sale-54563234-13505-1.html,Al Hafeez Garden Phase 2,Dawood Block,area,House,3.0,4.0,5.0,16500000.0,6,13375000.0,14500000.0,14800000.0,above,0.1149,low,17233716.0,https://media.zameen.com/thumbnails/305542452-400x300.jpeg
698,5 Marla Brand New Modran Elevation House For Sale Al Hafeez Garden Phase 2 TMA Approved LDA pproved Gas Approved Wapda Approved Ragitry Intqal Property,https://www.zameen.com/Property/al_hafeez_garden_phase_2_al_hafeez_garden_phase_2_-_imran_block_5_marla_brand_new_modran_elevation_house_for_sale_al_hafeez_garden_phase_2_tma_approved_lda_pproved_gas_approved_wapda_approved_ragitry_intqal_property-54649752-13506-1.html,Al Hafeez Garden Phase 2,Imran Block,area,House,5.0,4.0,5.0,26000000.0,7,25950000.0,28000000.0,33050000.0,within,0.0,low,26714616.0,https://media.zameen.com/thumbnails/306368173-400x300.jpeg
699,Facing Park 8 Marla Only 2 Month Used House For Sale In Southern Block Phase 1 Bahria Orchard Lahore,https://www.zameen.com/Property/bahria_orchard_phase_1_bahria_orchard_phase_1_-_southern_facing_park_8_marla_only_2_month_used_house_for_sale_in_southern_block_phase_1_bahria_orchard_lahore-54521717-8240-1.html,Bahria Orchard Phase 1,Southern,area,House,8.0,5.0,6.0,26500000.0,47,24000000.0,32500000.0,45000000.0,within,0.0,high,26793096.0,https://media.zameen.com/thumbnails/305152252-400x300.jpeg
700,DESIRE HOMES OFFER KANAL EYE-CATCHING FULLY FURNISHED HOUSE FOR SALE IN TOP LOCATION OF PHASE 6,https://www.zameen.com/Property/dha_defence_dha_phase_6_desire_homes_offer_kanal_eye-catching_fully_furnished_house_for_sale_in_top_location_of_phase_6-53985553-1448-1.html,DHA Phase 6,,area,House,20.0,5.0,6.0,91300000.0,1003,87500000.0,112500000.0,190000000.0,within,0.0,high,111118928.0,https://media.zameen.com/thumbnails/299988988-400x300.jpeg
701,KANAL BUNGALOW KANAL LAWN HOUSE FOR SALE AT IDEAL LOCATION IN DHA PHASE 6,https://www.zameen.com/Property/dha_defence_dha_phase_6_kanal_bungalow_kanal_lawn_house_for_sale_at_ideal_location_in_dha_phase_6-51868784-1448-1.html,DHA Phase 6,,area,House,40.0,5.0,6.0,235000000.0,230,217500000.0,370000000.0,550000000.0,within,0.0,high,261915760.0,https://media.zameen.com/thumbnails/305419530-400x300.jpeg
702,OWNER NEEDY Sale This House Going To Abroad 1 Kanal Top Quality Build Luxurious Beautiful MODERN Design,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_owner_needy_sale_this_house_going_to_abroad_1_kanal_top_quality_build_luxurious_beautiful_modern_design-54174889-1626-1.html,DHA Phase 7,Block S,block,House,20.0,5.0,6.0,75500000.0,48,75000000.0,84500000.0,94874999.99999999,within,0.0,high,81261304.0,https://media.zameen.com/thumbnails/305465402-400x300.jpeg
703,1 KANAL BRAND NEW ULTRA MODERN DESIGN HOUSE FOR SALE,https://www.zameen.com/Property/lahore_valencia_housing_society_1_kanal_brand_new_ultra_modern_design_house_for_sale-54234415-373-1.html,Valencia,,area,House,20.0,6.0,6.0,65000000.0,141,59500000.0,80000000.0,95000000.0,within,0.0,high,78767472.0,https://media.zameen.com/thumbnails/299802323-400x300.jpeg
704,1 KANAL BRAND NEW ULTRA MODERN DESIGN HOUSE FOR SALE IN VALENCIA TOWN,https://www.zameen.com/Property/lahore_valencia_housing_society_1_kanal_brand_new_ultra_modern_design_house_for_sale_in_valencia_town-54221963-373-1.html,Valencia,,area,House,20.0,5.0,5.0,81000000.0,141,59500000.0,80000000.0,95000000.0,within,0.0,high,82430072.0,https://media.zameen.com/thumbnails/300176625-400x300.jpeg
705,Affordable House For Sale In Hamza Town Phase 2,https://www.zameen.com/Property/hamza_town_phase_2_hamza_town_phase_2_-_sector_c_affordable_house_for_sale_in_hamza_town_phase_2-54611479-19142-1.html,Hamza Town Phase 2,Sector C,area,House,3.0,3.0,4.0,9800000.0,7,7590000.0,8800000.0,9500000.0,within,0.0,low,9204981.0,https://media.zameen.com/thumbnails/306527384-400x300.jpeg
706,1 Kanal Designer House With Home Theater Swimming Pool Located In Sector F Ph-5 DHA Lhr,https://www.zameen.com/Property/dha_defence_dha_phase_5_1_kanal_designer_house_with_home_theater_swimming_pool_located_in_sector_f_ph-5_dha_lhr-54632810-1447-1.html,DHA Phase 5,,area,House,20.0,5.0,6.0,217500000.0,236,86925000.0,104750000.0,148250000.0,above,0.4671,high,130473888.0,https://media.zameen.com/thumbnails/306194374-400x300.jpeg
707,8 Marla Luxury House For Sale In Bahria Orchard Lahore,https://www.zameen.com/Property/lahore_bahria_orchard_8_marla_luxury_house_for_sale_in_bahria_orchard_lahore-54661277-1474-1.html,Bahria Orchard,,area,House,8.0,5.0,5.0,23000000.0,46,23375000.0,28000000.0,35750000.0,within,0.0,high,26385256.0,https://media.zameen.com/thumbnails/306466725-400x300.jpeg
709,5 Marla Beautifully Design Brand New House for Sale in Park View City Lahore,https://www.zameen.com/Property/lahore_park_view_city_5_marla_beautifully_design_brand_new_house_for_sale_in_park_view_city_lahore-54439435-1466-1.html,Park View City,,area,House,5.0,4.0,4.0,24500000.0,669,17500000.0,21500000.0,24000000.0,within,0.0,high,21537728.0,https://media.zameen.com/thumbnails/304330281-400x300.jpeg
710,Elegant 5 Bedroom Modern Design Home For Sale | DHA Phase 8,https://www.zameen.com/Property/dha_defence_dha_phase_8_elegant_5_bedroom_modern_design_home_for_sale_dha_phase_8-54384548-1451-1.html,DHA Phase 8,,area,House,10.0,4.0,5.0,54500000.0,85,46000000.0,50000000.0,57500000.0,within,0.0,high,49529008.0,https://media.zameen.com/thumbnails/305697827-400x300.jpeg
711,"10 Marla Residential House For Sale In Overseas B Block, Nearby Commercial Market, School, Mosque and Health Care Canter",https://www.zameen.com/Property/bahria_town_overseas_enclave_bahria_town_-_overseas_b_10_marla_residential_house_for_sale_in_overseas_b_block_nearby_commercial_market_school_mosque_and_health_care_canter-54676299-1813-1.html,Bahria Town,Overseas B,block,House,10.0,5.0,6.0,32000000.0,27,35900000.0,42500000.0,52050000.0,below,0.1086,high,37353884.0,https://media.zameen.com/thumbnails/306610580-400x300.jpeg
712,5 Marla House For Sale In Paragon City Lahore,https://www.zameen.com/Property/lahore_paragon_city_5_marla_house_for_sale_in_paragon_city_lahore-50997677-1014-1.html,Paragon City,,area,House,5.0,3.0,4.0,29500000.0,130,19675000.0,25000000.0,27324999.999999996,above,0.0796,high,24512044.0,https://media.zameen.com/thumbnails/305813839-400x300.jpeg
713,5 Marla House For Sale In Paragon City Lahore,https://www.zameen.com/Property/lahore_paragon_city_5_marla_house_for_sale_in_paragon_city_lahore-50988106-1014-1.html,Paragon City,,area,House,5.0,3.0,4.0,27500000.0,130,19675000.0,25000000.0,27649999.999999993,within,0.0,high,24512044.0,https://media.zameen.com/thumbnails/301980546-400x300.jpeg
714,1KANAL BEAUTIFUL LUXURY BRAND NEW HOUSE FOR SALE,https://www.zameen.com/Property/dha_defence_dha_phase_7_1kanal_beautiful_luxury_brand_new_house_for_sale-54504275-1450-1.html,DHA Phase 7,,area,House,20.0,5.0,6.0,90000000.0,1053,74900000.0,84900000.0,117500000.0,within,0.0,high,79645960.0,https://media.zameen.com/thumbnails/304978954-400x300.jpeg
715,End Your Search For House Here And Sale Now,https://www.zameen.com/Property/dha_defence_dha_phase_7_end_your_search_for_house_here_and_sale_now-54504286-1450-1.html,DHA Phase 7,,area,House,10.0,4.0,5.0,55000000.0,288,45305000.0,51000000.0,59974999.99999999,within,0.0,high,50311088.0,https://media.zameen.com/thumbnails/304979143-400x300.jpeg
716,1 Kanal Brand New House For Sale In DHA Phase-7,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_house_for_sale_in_dha_phase-7-54574304-1450-1.html,DHA Phase 7,,area,House,20.0,5.0,6.0,110000000.0,1053,74900000.0,84900000.0,117500000.0,within,0.0,high,99788912.0,https://media.zameen.com/thumbnails/306236003-400x300.jpeg
717,5 Marla Brand New Luxurious House For sale in Park View City Lahore,https://www.zameen.com/Property/lahore_park_view_city_5_marla_brand_new_luxurious_house_for_sale_in_park_view_city_lahore-54443698-1466-1.html,Park View City,,area,House,5.0,4.0,4.0,22000000.0,669,17500000.0,21500000.0,24399999.999999978,within,0.0,high,20714804.0,https://media.zameen.com/thumbnails/304371331-400x300.jpeg
718,Want To Buy A Corner House In NFC 1?,https://www.zameen.com/Property/lahore_nfc_1_want_to_buy_a_corner_house_in_nfc_1-54380904-4083-1.html,NFC 1,,area,House,22.0,8.0,6.0,100000000.0,19,62500000.0,80000000.0,87600000.0,above,0.1416,low,80584800.0,https://media.zameen.com/thumbnails/303745619-400x300.jpeg
719,10 Marla House In Military Accounts Housing Society Best Option,https://www.zameen.com/Property/lahore_military_accounts_housing_society_10_marla_house_in_military_accounts_housing_society_best_option-54380900-781-1.html,Military Accounts Housing Society,,area,House,10.0,7.0,6.0,29900000.000000004,37,21500000.0,26500000.0,29800000.0,within,0.0,high,31401892.0,https://media.zameen.com/thumbnails/303745998-400x300.jpeg
720,One Kanal Slightly Used Modern Design Owner Build Well Maintained Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,https://www.zameen.com/Property/dha_phase_4_dha_phase_4_-_block_dd_one_kanal_slightly_used_modern_design_owner_build_well_maintained_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-54006700-1592-1.html,DHA Phase 4,Block DD,area,House,20.0,5.0,6.0,95000000.0,110,69900000.0,80000000.0,97599999.99999997,within,0.0,high,76602808.0,https://media.zameen.com/thumbnails/301363665-400x300.jpeg
721,One Kanal Slightly Used Spanish Design Owner Build Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_a_one_kanal_slightly_used_spanish_design_owner_build_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-54006616-1598-1.html,DHA Phase 5,Block A,block,House,20.0,5.0,6.0,92500000.0,11,89750000.0,97500000.0,127450000.0,within,0.0,low,96445912.0,https://media.zameen.com/thumbnails/301364982-400x300.jpeg
722,10- Marla Victorian Design Brand New Luxury House For Sale Near Park Mosque And Dolmen Mall,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_d_10-_marla_victorian_design_brand_new_luxury_house_for_sale_near_park_mosque_and_dolmen_mall-53027396-1613-1.html,DHA Phase 6,Block D,block,House,10.0,4.0,5.0,51000000.0,16,48300000.00000001,58350000.0,64000000.0,within,0.0,low,52339308.0,https://media.zameen.com/thumbnails/301418123-400x300.jpeg
723,One Kanal Slightly Used Ultra Modern Designer Owner Build Fully Furnished Bungalow 25KV Solar Installed For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market.,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_w_one_kanal_slightly_used_ultra_modern_designer_owner_build_fully_furnished_bungalow_25kv_solar_installed_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-54079717-1584-1.html,DHA Phase 3,Block W,block,House,20.0,5.0,6.0,98500000.0,10,64350000.0,74250000.0,92025000.0,above,0.0704,low,92988664.0,https://media.zameen.com/thumbnails/300560559-400x300.jpeg
724,One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Full Basement Fully Furnished Home Theater Swimming Pool Bungalow For Sale At Prime Location Of DHA Lahore Near To Park Masjid & Commercial Market Main Boulevard,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_b_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_full_basement_fully_furnished_home_theater_swimming_pool_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market_main_boulevard-54074657-1611-1.html,DHA Phase 6,Block B,block,House,20.0,6.0,7.0,250000000.0,40,93350000.0,117500000.0,178374999.99999997,above,0.4015,high,197152336.0,https://media.zameen.com/thumbnails/301364385-400x300.jpeg
725,"5 MARLA HOUSE Double STOREYS + READY TO SHIFT, OUT CLASS LOCATION FOR SALE IN ETIHAD TOWN PHASE1 RAIWIND ROAD LAHORE",https://www.zameen.com/Property/etihad_town_etihad_town_phase_1_5_marla_house_double_storeys_ready_to_shift_out_class_location_for_sale_in_etihad_town_phase1_raiwind_road_lahore-53363360-16882-1.html,Etihad Town Phase 1,,area,House,5.0,3.0,3.0,30500000.0,65,29000000.0,34000000.0,36500000.0,within,0.0,high,26839488.0,https://media.zameen.com/thumbnails/299623236-400x300.jpeg
726,10 Marla Brand New Luxury House For Sale In Wapda Town Phase 1 Hot Location,https://www.zameen.com/Property/lahore_wapda_town_10_marla_brand_new_luxury_house_for_sale_in_wapda_town_phase_1_hot_location-54010688-423-1.html,Wapda Town,,area,House,10.0,5.0,6.0,54000000.0,11,36750000.0,46000000.0,54000000.0,within,0.0,low,51288416.0,https://media.zameen.com/thumbnails/300648162-400x300.jpeg
727,Mazhar Munir Design 01 Kanal Ultra Modern Bungalow For Sale In DHA Lahore,https://www.zameen.com/Property/dha_defence_dha_phase_7_mazhar_munir_design_01_kanal_ultra_modern_bungalow_for_sale_in_dha_lahore-53183423-1450-1.html,DHA Phase 7,,area,House,20.0,5.0,6.0,76500000.0,1053,74900000.0,85000000.0,117500000.0,within,0.0,high,80678768.0,https://media.zameen.com/thumbnails/300753501-400x300.jpeg
728,One Kanal Brand New Luxury Ultra-Modern Design Most Beautiful Full Basement Fully Furnished Home Theater Swimming Pool Bungalow For Sale At Prime Of DHA Lahore Near To Commercial MARKET,https://www.zameen.com/Property/dha_defence_dha_phase_6_one_kanal_brand_new_luxury_ultra-modern_design_most_beautiful_full_basement_fully_furnished_home_theater_swimming_pool_bungalow_for_sale_at_prime_of_dha_lahore_near_to_commercial_market-50769826-1448-1.html,DHA Phase 6,,area,House,20.0,6.0,6.0,87500000.0,1003,87500000.0,112500000.0,190000000.0,within,0.0,high,163330656.0,https://media.zameen.com/thumbnails/304906435-400x300.jpeg
729,10 Marla Brand New Modern Design House Available For sale In Formanites housing society,https://www.zameen.com/Property/lahore_formanites_housing_scheme_10_marla_brand_new_modern_design_house_available_for_sale_in_formanites_housing_society-54404181-1020-1.html,Formanites Housing Scheme,,area,House,10.0,5.0,6.0,35000000.0,32,33325000.0,36250000.0,41850000.0,within,0.0,high,37031820.0,https://media.zameen.com/thumbnails/303977815-400x300.jpeg
730,Brand New 5-Marla Modern Marvel Elegant Bungalow For Sale At Super Hot Location,https://www.zameen.com/Property/dha_defence_dha_9_town_brand_new_5-marla_modern_marvel_elegant_bungalow_for_sale_at_super_hot_location-54043007-1452-1.html,DHA 9 Town,,area,House,5.0,3.0,4.0,29500000.0,738,25000000.0,27500000.0,32500000.0,within,0.0,high,27472980.0,https://media.zameen.com/thumbnails/306466477-400x300.jpeg
731,10 MARLA ELEGANT AND FULLY MAINTAINED BUNGALOW WITH BASEMENT IS AVAILABLE IN THE BEST BLOCK OF DHA LAHORE.,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_k_10_marla_elegant_and_fully_maintained_bungalow_with_basement_is_available_in_the_best_block_of_dha_lahore-54641290-1607-1.html,DHA Phase 5,Block K,block,House,10.0,4.0,5.0,59900000.0,17,58300000.0,61000000.0,62500000.0,within,0.0,low,65208672.0,https://media.zameen.com/thumbnails/306328602-400x300.jpeg
732,KANAL ULTRA MODERN SUPER LUXURY BUNGALOW FOR SALE ON TOP LACTION,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_kanal_ultra_modern_super_luxury_bungalow_for_sale_on_top_laction-46477598-1626-1.html,DHA Phase 7,Block S,block,House,20.0,5.0,6.0,95000000.0,48,75000000.0,84150000.0,92500000.0,within,0.0,high,91811752.0,https://media.zameen.com/thumbnails/306086025-400x300.jpeg
733,1 Kanal Prime Location Luxury Fully Furnished House For Sale In C Block Phase 6 DHA Lahore,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_c_1_kanal_prime_location_luxury_fully_furnished_house_for_sale_in_c_block_phase_6_dha_lahore-52596846-1612-1.html,DHA Phase 6,Block C,block,House,20.0,5.0,6.0,115000000.0,45,87620000.0,102500000.0,239000000.0,within,0.0,high,132487608.0,https://media.zameen.com/thumbnails/302037425-400x300.jpeg
734,3 Marla Brand New Double Storey House For Sale In Al Kabir Town B Block Lahore,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_3_marla_brand_new_double_storey_house_for_sale_in_al_kabir_town_b_block_lahore-54212438-11704-1.html,Al-Kabir Town,Phase 2,block,House,3.0,4.0,4.0,15500000.0,201,11900000.0,13799999.999999998,16000000.0,within,0.0,high,14921281.0,https://media.zameen.com/thumbnails/301856039-400x300.jpeg
735,2 Kanal Fully Furnished With Full Basement House,https://www.zameen.com/Property/eme_society_eme_society_-_block_g_2_kanal_fully_furnished_with_full_basement_house-54519955-3751-1.html,EME Society,Block G,area,House,40.0,6.0,6.0,300000000.0,6,118750000.0,170000000.0,245000000.0,above,0.2245,low,240121968.0,https://media.zameen.com/thumbnails/305135272-400x300.jpeg
736,10 Marla Beautiful House For Sale In Bismillah Housing Scheme,https://www.zameen.com/Property/gt_road_bismillah_housing_scheme_10_marla_beautiful_house_for_sale_in_bismillah_housing_scheme-53384424-8446-1.html,Bismillah Housing Scheme,,area,House,10.0,5.0,6.0,40000000.0,44,45225000.0,48000000.0,49550000.0,below,0.1155,high,49019528.0,https://media.zameen.com/thumbnails/303250613-400x300.jpeg
737,"10 Marla Modern House DHA Phase 7, Lahore",https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_modern_house_dha_phase_7_lahore-54601929-1450-1.html,DHA Phase 7,,area,House,10.0,4.0,5.0,64000000.0,288,45305000.0,51000000.0,59500000.0,above,0.0756,high,58430160.0,https://media.zameen.com/thumbnails/305905665-400x300.jpeg
738,"5 Marla Modern House DHA 9 Town, Lahore",https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_modern_house_dha_9_town_lahore-54605060-1452-1.html,DHA 9 Town,,area,House,5.0,3.0,4.0,36000000.0,738,25000000.0,27500000.0,32500000.0,above,0.1077,high,29820616.0,https://media.zameen.com/thumbnails/305933972-400x300.jpeg
